ip,app,device,os,channel,click_scalar,is_attributed
90904.0,18.0,1.0,16.0,107.0,3.0,0.0
138232.0,10.0,1.0,37.0,113.0,1.0,1.0
2596.0,35.0,1.0,6.0,21.0,3.0,1.0
42197.0,20.0,2.0,18.0,259.0,1.0,0.0
137397.0,1.0,1.0,19.0,125.0,3.0,0.0
140015.0,19.0,0.0,0.0,213.0,1.0,1.0
110143.0,14.0,1.0,13.0,360.0,1.0,0.0
92325.0,19.0,76.0,21.0,213.0,3.0,1.0
42447.0,6.0,1.0,18.0,125.0,6.0,0.0
43793.0,29.0,1.0,17.0,210.0,2.0,1.0
95766.0,12.0,1.0,19.0,497.0,5.0,0.0
88393.0,14.0,1.0,31.0,208.0,3.0,0.0
139149.0,20.0,1.0,13.0,259.0,5.0,1.0
52564.0,12.0,1.0,13.0,178.0,5.0,0.0
176281.0,5.0,1.0,11.0,113.0,4.0,1.0
205976.0,35.0,1.0,19.0,21.0,5.0,1.0
132369.0,8.0,1.0,19.0,259.0,6.0,1.0
156209.0,2.0,1.0,22.0,205.0,1.0,0.0
100311.0,35.0,1.0,19.0,21.0,1.0,1.0
110999.0,17.0,1.0,19.0,280.0,3.0,0.0
86056.0,19.0,587.0,24.0,333.0,2.0,1.0
89652.0,12.0,1.0,36.0,259.0,5.0,0.0
113747.0,35.0,1.0,13.0,21.0,3.0,1.0
110192.0,35.0,1.0,22.0,21.0,1.0,1.0
16014.0,29.0,1.0,19.0,213.0,1.0,1.0
154362.0,5.0,1.0,61.0,113.0,1.0,1.0
44335.0,35.0,1.0,19.0,21.0,3.0,1.0
163480.0,12.0,1.0,23.0,259.0,3.0,0.0
146439.0,26.0,1.0,17.0,121.0,1.0,0.0
113224.0,9.0,1.0,17.0,334.0,2.0,0.0
139347.0,19.0,211.0,29.0,213.0,4.0,1.0
42176.0,84.0,40.0,24.0,101.0,4.0,1.0
48489.0,35.0,1.0,17.0,274.0,5.0,1.0
9734.0,9.0,1.0,15.0,134.0,4.0,0.0
163693.0,5.0,1.0,4.0,113.0,3.0,1.0
95559.0,12.0,1.0,18.0,174.0,4.0,0.0
44335.0,35.0,1.0,19.0,21.0,3.0,1.0
1584.0,8.0,1.0,13.0,145.0,1.0,1.0
154043.0,5.0,1.0,11.0,113.0,2.0,1.0
185321.0,29.0,1.0,22.0,213.0,5.0,1.0
79875.0,12.0,1.0,13.0,178.0,5.0,0.0
80465.0,35.0,1.0,13.0,21.0,3.0,1.0
10239.0,2.0,1.0,3.0,212.0,5.0,0.0
60875.0,12.0,1.0,22.0,178.0,3.0,0.0
112969.0,5.0,1.0,4.0,113.0,4.0,1.0
85987.0,9.0,1.0,11.0,334.0,5.0,0.0
96122.0,3.0,1.0,19.0,19.0,4.0,0.0
212484.0,22.0,1.0,22.0,496.0,3.0,0.0
53454.0,8.0,1.0,13.0,145.0,0.0,0.0
52510.0,12.0,1.0,22.0,265.0,0.0,0.0
52669.0,19.0,0.0,29.0,213.0,1.0,1.0
10335.0,35.0,1.0,13.0,21.0,3.0,1.0
7110.0,12.0,1.0,19.0,245.0,0.0,0.0
46237.0,2.0,1.0,19.0,258.0,1.0,0.0
48437.0,65.0,1.0,13.0,469.0,2.0,1.0
95779.0,35.0,1.0,13.0,21.0,3.0,1.0
113723.0,9.0,1.0,19.0,244.0,1.0,0.0
86767.0,2.0,1.0,19.0,477.0,1.0,0.0
161451.0,5.0,1.0,7.0,113.0,4.0,1.0
151577.0,35.0,1.0,22.0,274.0,2.0,1.0
139300.0,72.0,1.0,19.0,101.0,5.0,1.0
3594.0,35.0,1.0,19.0,21.0,3.0,1.0
193252.0,5.0,1.0,11.0,113.0,4.0,1.0
6221.0,18.0,1.0,13.0,107.0,1.0,0.0
193631.0,25.0,1.0,15.0,259.0,6.0,0.0
63101.0,22.0,1.0,19.0,496.0,4.0,0.0
83695.0,27.0,1.0,25.0,153.0,5.0,0.0
128558.0,35.0,1.0,13.0,21.0,6.0,1.0
7373.0,15.0,1.0,27.0,140.0,0.0,0.0
37001.0,10.0,1.0,13.0,317.0,1.0,1.0
198869.0,14.0,1.0,19.0,371.0,5.0,0.0
22593.0,35.0,1.0,11.0,274.0,1.0,1.0
52394.0,13.0,1.0,19.0,477.0,6.0,0.0
154362.0,10.0,1.0,4.0,113.0,3.0,1.0
153214.0,19.0,0.0,21.0,213.0,5.0,1.0
46583.0,10.0,1.0,19.0,113.0,1.0,1.0
76540.0,35.0,1.0,13.0,21.0,1.0,1.0
97684.0,12.0,1.0,13.0,178.0,3.0,0.0
169515.0,5.0,1.0,30.0,113.0,5.0,1.0
184267.0,35.0,1.0,19.0,21.0,3.0,1.0
10749.0,35.0,1.0,17.0,21.0,3.0,1.0
83461.0,18.0,1.0,13.0,439.0,3.0,0.0
196754.0,5.0,1.0,43.0,113.0,2.0,1.0
56465.0,1.0,1.0,17.0,17.0,3.0,0.0
92471.0,2.0,1.0,10.0,477.0,2.0,0.0
102301.0,14.0,1.0,18.0,489.0,3.0,0.0
191797.0,18.0,1.0,22.0,439.0,1.0,0.0
67536.0,31.0,1.0,19.0,21.0,1.0,1.0
83372.0,2.0,1.0,19.0,477.0,1.0,0.0
146185.0,9.0,1.0,22.0,134.0,1.0,1.0
100341.0,35.0,1.0,19.0,21.0,3.0,1.0
58466.0,19.0,18.0,0.0,213.0,2.0,1.0
122791.0,5.0,1.0,36.0,113.0,1.0,1.0
175000.0,5.0,1.0,37.0,113.0,4.0,1.0
99944.0,3.0,1.0,19.0,280.0,4.0,0.0
190482.0,1.0,1.0,22.0,134.0,2.0,0.0
198964.0,5.0,1.0,36.0,113.0,0.0,1.0
96987.0,35.0,1.0,6.0,21.0,4.0,1.0
99600.0,2.0,1.0,18.0,401.0,1.0,0.0
115445.0,12.0,1.0,49.0,245.0,4.0,0.0
54503.0,12.0,1.0,19.0,140.0,4.0,0.0
33134.0,12.0,1.0,19.0,178.0,4.0,0.0
115715.0,9.0,1.0,13.0,134.0,0.0,0.0
18886.0,18.0,1.0,15.0,107.0,5.0,0.0
21713.0,208.0,1.0,14.0,113.0,3.0,1.0
23848.0,3.0,1.0,17.0,280.0,2.0,0.0
86376.0,35.0,1.0,22.0,21.0,2.0,1.0
113627.0,29.0,1.0,13.0,343.0,2.0,1.0
158240.0,10.0,1.0,47.0,113.0,1.0,1.0
137346.0,29.0,2.0,37.0,213.0,4.0,1.0
102057.0,12.0,1.0,12.0,245.0,5.0,0.0
117014.0,15.0,1.0,13.0,315.0,5.0,0.0
158225.0,5.0,1.0,61.0,113.0,4.0,1.0
154362.0,5.0,1.0,4.0,113.0,2.0,1.0
170502.0,27.0,1.0,37.0,280.0,0.0,1.0
209907.0,35.0,1.0,13.0,274.0,3.0,1.0
35876.0,82.0,1.0,19.0,21.0,5.0,1.0
64741.0,12.0,1.0,19.0,140.0,3.0,0.0
186356.0,29.0,1.0,18.0,213.0,3.0,1.0
4649.0,11.0,1.0,18.0,319.0,3.0,1.0
2160.0,36.0,1.0,13.0,110.0,3.0,1.0
47147.0,35.0,1.0,25.0,21.0,2.0,1.0
45236.0,2.0,1.0,32.0,205.0,1.0,0.0
95223.0,3.0,1.0,19.0,371.0,4.0,0.0
33866.0,35.0,1.0,13.0,21.0,2.0,1.0
195551.0,11.0,1.0,22.0,319.0,0.0,1.0
93054.0,39.0,1.0,19.0,213.0,1.0,1.0
197465.0,5.0,1.0,61.0,113.0,4.0,1.0
123788.0,2.0,1.0,8.0,236.0,1.0,0.0
208667.0,29.0,1.0,35.0,213.0,2.0,1.0
120112.0,35.0,1.0,10.0,21.0,0.0,1.0
105264.0,35.0,1.0,32.0,21.0,1.0,1.0
111339.0,8.0,1.0,19.0,145.0,2.0,1.0
31379.0,29.0,1.0,19.0,343.0,0.0,1.0
111219.0,12.0,1.0,19.0,265.0,3.0,0.0
80532.0,3.0,1.0,19.0,371.0,3.0,0.0
114226.0,11.0,1.0,41.0,325.0,0.0,0.0
59159.0,12.0,1.0,19.0,265.0,0.0,0.0
33866.0,35.0,1.0,13.0,21.0,2.0,1.0
38634.0,2.0,1.0,13.0,435.0,1.0,0.0
9734.0,8.0,1.0,15.0,145.0,5.0,0.0
59245.0,2.0,1.0,10.0,452.0,0.0,0.0
120179.0,35.0,1.0,18.0,274.0,2.0,1.0
175854.0,8.0,1.0,13.0,145.0,1.0,0.0
147957.0,2.0,1.0,19.0,469.0,1.0,0.0
177760.0,8.0,1.0,13.0,140.0,1.0,1.0
29453.0,9.0,2.0,17.0,134.0,5.0,0.0
14004.0,3.0,1.0,13.0,280.0,4.0,0.0
79120.0,3.0,1.0,22.0,280.0,5.0,0.0
150157.0,2.0,1.0,3.0,258.0,4.0,0.0
98995.0,3.0,1.0,19.0,280.0,1.0,0.0
153590.0,3.0,1.0,3.0,371.0,1.0,0.0
88465.0,15.0,1.0,49.0,430.0,5.0,0.0
114235.0,14.0,1.0,19.0,208.0,2.0,0.0
95520.0,35.0,1.0,19.0,21.0,1.0,1.0
119934.0,35.0,1.0,13.0,21.0,5.0,1.0
93042.0,35.0,1.0,19.0,21.0,2.0,1.0
123872.0,2.0,1.0,19.0,219.0,2.0,0.0
145290.0,19.0,78.0,0.0,213.0,1.0,1.0
26549.0,35.0,1.0,13.0,274.0,4.0,1.0
123831.0,1.0,1.0,13.0,137.0,5.0,0.0
109143.0,12.0,1.0,15.0,265.0,0.0,0.0
166370.0,5.0,1.0,43.0,113.0,1.0,1.0
24943.0,18.0,1.0,9.0,107.0,4.0,0.0
145109.0,3.0,1.0,47.0,408.0,4.0,0.0
171001.0,5.0,1.0,61.0,113.0,1.0,1.0
157378.0,35.0,1.0,19.0,21.0,2.0,1.0
73516.0,18.0,1.0,13.0,107.0,5.0,0.0
98529.0,62.0,1.0,19.0,21.0,4.0,1.0
5044.0,35.0,1.0,10.0,21.0,2.0,1.0
51808.0,18.0,1.0,8.0,121.0,4.0,0.0
25071.0,14.0,1.0,13.0,401.0,0.0,0.0
172894.0,45.0,1.0,4.0,222.0,2.0,1.0
167535.0,292.0,1.0,22.0,101.0,2.0,1.0
13051.0,12.0,1.0,19.0,205.0,1.0,0.0
96577.0,35.0,1.0,35.0,274.0,3.0,1.0
134039.0,3.0,1.0,19.0,371.0,4.0,0.0
142635.0,35.0,1.0,13.0,21.0,4.0,1.0
2382.0,27.0,1.0,13.0,122.0,1.0,0.0
182802.0,9.0,2.0,16.0,258.0,4.0,0.0
152573.0,112.0,1810.0,59.0,213.0,4.0,1.0
141882.0,19.0,6.0,29.0,213.0,3.0,1.0
126739.0,3.0,1.0,20.0,137.0,3.0,0.0
201810.0,35.0,1.0,10.0,274.0,1.0,1.0
56035.0,1.0,1.0,17.0,439.0,1.0,0.0
45868.0,35.0,1.0,13.0,274.0,4.0,1.0
51428.0,3.0,1.0,13.0,480.0,2.0,0.0
196931.0,35.0,1.0,19.0,21.0,2.0,1.0
120138.0,19.0,0.0,21.0,213.0,3.0,1.0
32323.0,18.0,1.0,13.0,107.0,1.0,0.0
116001.0,10.0,1.0,13.0,317.0,4.0,1.0
110386.0,3.0,1.0,13.0,424.0,0.0,0.0
143602.0,3.0,1.0,13.0,409.0,2.0,0.0
34273.0,35.0,1.0,13.0,21.0,0.0,1.0
25691.0,37.0,1.0,13.0,21.0,3.0,1.0
3346.0,12.0,1.0,13.0,178.0,0.0,0.0
145039.0,21.0,1.0,10.0,341.0,3.0,1.0
5587.0,18.0,1.0,184.0,134.0,0.0,0.0
85625.0,12.0,1.0,13.0,277.0,4.0,0.0
171001.0,5.0,1.0,27.0,113.0,1.0,1.0
88023.0,6.0,1.0,19.0,125.0,3.0,0.0
148959.0,5.0,1.0,32.0,113.0,0.0,1.0
52654.0,6.0,1.0,30.0,125.0,1.0,0.0
203156.0,19.0,0.0,24.0,213.0,2.0,1.0
165053.0,25.0,1.0,19.0,259.0,3.0,0.0
176758.0,8.0,1.0,19.0,259.0,1.0,1.0
70840.0,12.0,1.0,13.0,277.0,0.0,0.0
125889.0,13.0,1.0,22.0,400.0,2.0,0.0
1173.0,15.0,1.0,8.0,245.0,4.0,0.0
122462.0,35.0,1.0,19.0,21.0,1.0,1.0
100275.0,2.0,1.0,18.0,237.0,3.0,0.0
33947.0,35.0,1.0,22.0,21.0,4.0,1.0
32455.0,35.0,1.0,19.0,21.0,3.0,1.0
203345.0,5.0,1.0,27.0,113.0,0.0,1.0
151721.0,5.0,1.0,43.0,113.0,0.0,1.0
7901.0,12.0,1.0,32.0,265.0,1.0,0.0
19813.0,15.0,1.0,13.0,315.0,4.0,0.0
189178.0,39.0,1.0,13.0,213.0,2.0,1.0
144066.0,1.0,1.0,13.0,150.0,4.0,0.0
14910.0,35.0,1.0,18.0,21.0,4.0,1.0
139969.0,5.0,1.0,61.0,113.0,1.0,1.0
142636.0,23.0,1.0,14.0,153.0,1.0,0.0
151739.0,3.0,1.0,8.0,280.0,3.0,0.0
98556.0,28.0,1.0,8.0,135.0,0.0,0.0
106373.0,35.0,1.0,6.0,274.0,0.0,1.0
137052.0,8.0,1.0,22.0,145.0,1.0,1.0
24586.0,14.0,1.0,14.0,208.0,3.0,0.0
210504.0,29.0,1.0,13.0,213.0,3.0,1.0
169248.0,11.0,1.0,32.0,332.0,3.0,1.0
28697.0,15.0,1.0,17.0,130.0,0.0,0.0
19736.0,19.0,0.0,24.0,347.0,1.0,1.0
208952.0,12.0,2.0,10.0,178.0,2.0,0.0
123896.0,3.0,1.0,13.0,280.0,1.0,0.0
127319.0,21.0,1.0,2.0,128.0,3.0,0.0
95967.0,12.0,1.0,32.0,265.0,2.0,0.0
99025.0,35.0,1.0,13.0,21.0,2.0,1.0
149840.0,39.0,1.0,11.0,101.0,5.0,1.0
114083.0,14.0,1.0,13.0,489.0,4.0,0.0
200784.0,35.0,1.0,19.0,21.0,3.0,1.0
104483.0,12.0,1.0,19.0,140.0,5.0,0.0
16775.0,50.0,0.0,24.0,213.0,2.0,1.0
71710.0,35.0,1.0,19.0,21.0,4.0,1.0
123947.0,3.0,1.0,13.0,280.0,1.0,0.0
171125.0,14.0,1.0,13.0,463.0,2.0,0.0
98948.0,9.0,1.0,13.0,244.0,4.0,0.0
136152.0,15.0,1.0,9.0,265.0,1.0,0.0
23086.0,35.0,1.0,14.0,274.0,5.0,1.0
35520.0,11.0,1.0,13.0,319.0,1.0,1.0
162834.0,39.0,1.0,13.0,213.0,1.0,1.0
130584.0,19.0,18.0,0.0,213.0,3.0,1.0
83388.0,9.0,1.0,13.0,334.0,5.0,0.0
109723.0,2.0,1.0,13.0,236.0,2.0,0.0
137313.0,34.0,1.0,14.0,243.0,2.0,1.0
109877.0,14.0,1.0,22.0,442.0,2.0,0.0
33884.0,2.0,1.0,22.0,469.0,1.0,0.0
38544.0,35.0,1.0,13.0,21.0,2.0,1.0
100182.0,9.0,2.0,22.0,442.0,2.0,0.0
147957.0,2.0,1.0,22.0,258.0,1.0,0.0
37402.0,12.0,1.0,19.0,265.0,4.0,0.0
203278.0,9.0,1.0,17.0,244.0,2.0,1.0
111008.0,35.0,1.0,13.0,21.0,2.0,1.0
31529.0,2.0,1.0,19.0,237.0,3.0,0.0
89669.0,2.0,1.0,22.0,364.0,4.0,0.0
146045.0,3.0,1.0,13.0,280.0,3.0,0.0
55745.0,15.0,1.0,19.0,430.0,3.0,0.0
142439.0,35.0,1.0,13.0,21.0,5.0,1.0
133245.0,35.0,1.0,19.0,21.0,1.0,1.0
197721.0,10.0,1.0,11.0,113.0,3.0,1.0
17204.0,23.0,1.0,19.0,153.0,4.0,0.0
15990.0,3.0,1.0,13.0,137.0,3.0,0.0
55930.0,12.0,1.0,19.0,481.0,5.0,0.0
17231.0,35.0,1.0,13.0,21.0,4.0,1.0
5483.0,3.0,1.0,19.0,115.0,4.0,0.0
134487.0,3.0,1.0,37.0,280.0,5.0,0.0
125222.0,15.0,1.0,42.0,245.0,4.0,0.0
115097.0,20.0,1.0,19.0,259.0,4.0,1.0
141399.0,35.0,1.0,18.0,21.0,5.0,1.0
1394.0,35.0,1.0,13.0,21.0,4.0,1.0
196641.0,15.0,1.0,16.0,245.0,1.0,0.0
198924.0,10.0,1.0,61.0,113.0,2.0,1.0
77048.0,29.0,1.0,19.0,213.0,3.0,1.0
173698.0,8.0,1.0,19.0,259.0,2.0,1.0
144967.0,35.0,1.0,13.0,21.0,4.0,1.0
88072.0,35.0,1.0,18.0,274.0,3.0,1.0
110529.0,2.0,1.0,19.0,469.0,1.0,0.0
144918.0,10.0,1.0,37.0,113.0,3.0,1.0
92610.0,3.0,1.0,13.0,280.0,2.0,0.0
104395.0,19.0,16.0,0.0,213.0,5.0,1.0
109526.0,14.0,1.0,19.0,442.0,5.0,0.0
63790.0,3.0,1.0,15.0,280.0,4.0,0.0
182735.0,12.0,1.0,10.0,277.0,4.0,0.0
128978.0,15.0,1.0,13.0,3.0,4.0,0.0
158225.0,5.0,1.0,7.0,113.0,1.0,1.0
42907.0,8.0,1.0,13.0,145.0,4.0,0.0
40924.0,9.0,1.0,3.0,442.0,0.0,0.0
17289.0,8.0,1.0,19.0,259.0,5.0,0.0
169515.0,5.0,1.0,32.0,113.0,1.0,1.0
32639.0,3.0,1.0,34.0,137.0,0.0,0.0
90010.0,19.0,76.0,21.0,213.0,3.0,1.0
48886.0,14.0,1.0,49.0,379.0,0.0,0.0
75873.0,13.0,1.0,6.0,477.0,1.0,0.0
81079.0,35.0,1.0,19.0,21.0,3.0,1.0
212499.0,12.0,1.0,41.0,265.0,2.0,0.0
188021.0,19.0,0.0,21.0,213.0,3.0,1.0
123701.0,2.0,1.0,13.0,122.0,0.0,0.0
69713.0,2.0,1.0,41.0,469.0,3.0,0.0
139137.0,35.0,1.0,13.0,21.0,2.0,1.0
201383.0,3.0,1.0,9.0,280.0,5.0,0.0
102879.0,66.0,1.0,13.0,101.0,1.0,1.0
16502.0,35.0,1.0,9.0,274.0,0.0,1.0
35702.0,35.0,1.0,19.0,21.0,4.0,1.0
127576.0,3.0,1.0,19.0,211.0,4.0,0.0
18178.0,26.0,1.0,22.0,121.0,4.0,0.0
118311.0,9.0,1.0,19.0,334.0,1.0,0.0
208529.0,19.0,16.0,0.0,213.0,0.0,1.0
16531.0,3.0,1.0,19.0,280.0,3.0,0.0
156129.0,19.0,0.0,21.0,213.0,4.0,1.0
186172.0,35.0,1.0,13.0,21.0,2.0,1.0
130779.0,10.0,1.0,4.0,113.0,4.0,1.0
44160.0,35.0,1.0,10.0,21.0,2.0,1.0
122548.0,35.0,1.0,20.0,21.0,4.0,1.0
54946.0,12.0,1.0,19.0,19.0,4.0,0.0
21366.0,3.0,1.0,19.0,137.0,5.0,0.0
36792.0,3.0,1.0,13.0,173.0,0.0,0.0
108599.0,26.0,1.0,19.0,121.0,5.0,0.0
197605.0,12.0,1.0,13.0,265.0,4.0,0.0
119369.0,14.0,1.0,23.0,463.0,1.0,0.0
182109.0,19.0,54.0,0.0,213.0,1.0,1.0
32384.0,9.0,1.0,10.0,258.0,2.0,0.0
37145.0,8.0,1.0,19.0,145.0,3.0,1.0
196491.0,15.0,1.0,13.0,140.0,4.0,0.0
35834.0,2.0,1.0,22.0,477.0,0.0,0.0
16992.0,12.0,1.0,19.0,242.0,3.0,0.0
119848.0,8.0,1.0,19.0,145.0,3.0,1.0
178323.0,3.0,1.0,19.0,371.0,4.0,0.0
32810.0,35.0,1.0,13.0,21.0,1.0,1.0
99641.0,18.0,1.0,6.0,107.0,4.0,0.0
5314.0,2.0,1.0,19.0,122.0,3.0,0.0
55374.0,35.0,1.0,13.0,21.0,0.0,1.0
24905.0,3.0,2.0,9.0,371.0,0.0,0.0
40245.0,11.0,1.0,17.0,319.0,3.0,1.0
35929.0,9.0,1.0,19.0,215.0,2.0,0.0
60456.0,9.0,1.0,13.0,258.0,1.0,0.0
3399.0,35.0,1.0,13.0,21.0,2.0,1.0
98261.0,11.0,1.0,13.0,325.0,3.0,1.0
119490.0,35.0,1.0,13.0,274.0,2.0,1.0
134259.0,2.0,1.0,13.0,435.0,5.0,0.0
2671.0,18.0,1.0,14.0,107.0,4.0,0.0
116597.0,19.0,6.0,29.0,213.0,5.0,1.0
8968.0,2.0,1.0,19.0,237.0,5.0,0.0
82167.0,1.0,1.0,13.0,178.0,1.0,0.0
46516.0,29.0,1.0,13.0,343.0,5.0,1.0
199050.0,12.0,1.0,13.0,497.0,5.0,0.0
198276.0,29.0,1.0,26.0,213.0,2.0,1.0
90509.0,19.0,0.0,0.0,213.0,5.0,1.0
26995.0,15.0,1.0,8.0,386.0,1.0,0.0
130716.0,19.0,16.0,0.0,213.0,2.0,1.0
144643.0,3.0,1.0,18.0,280.0,2.0,0.0
25118.0,35.0,1.0,13.0,21.0,1.0,1.0
201182.0,15.0,1.0,13.0,3.0,2.0,0.0
84417.0,64.0,1.0,10.0,459.0,5.0,0.0
38835.0,12.0,1.0,13.0,245.0,2.0,0.0
146017.0,2.0,1.0,13.0,236.0,2.0,0.0
87234.0,27.0,1.0,28.0,122.0,0.0,0.0
97793.0,29.0,1.0,13.0,213.0,4.0,1.0
155888.0,29.0,1.0,8.0,213.0,3.0,1.0
49582.0,3.0,1.0,10.0,280.0,0.0,0.0
66272.0,12.0,1.0,22.0,178.0,1.0,0.0
201687.0,13.0,1.0,19.0,477.0,0.0,0.0
206100.0,2.0,1.0,10.0,435.0,2.0,0.0
75844.0,8.0,1.0,13.0,259.0,5.0,0.0
165473.0,3.0,1.0,8.0,280.0,3.0,0.0
14035.0,3.0,1.0,18.0,280.0,1.0,0.0
186177.0,19.0,0.0,29.0,213.0,4.0,1.0
194228.0,116.0,1.0,28.0,101.0,4.0,1.0
102543.0,3.0,1.0,17.0,424.0,3.0,0.0
13045.0,19.0,0.0,29.0,333.0,1.0,1.0
94182.0,35.0,1.0,19.0,21.0,4.0,1.0
94484.0,18.0,1.0,22.0,107.0,5.0,0.0
102005.0,12.0,1.0,13.0,178.0,2.0,0.0
8297.0,14.0,1.0,19.0,442.0,2.0,0.0
170445.0,1.0,1.0,18.0,125.0,1.0,0.0
53488.0,3.0,1.0,27.0,409.0,3.0,0.0
198964.0,5.0,1.0,11.0,113.0,1.0,1.0
76802.0,8.0,1.0,22.0,145.0,1.0,1.0
100298.0,12.0,1.0,23.0,145.0,1.0,0.0
118068.0,3.0,1.0,19.0,280.0,2.0,0.0
133574.0,15.0,1.0,8.0,315.0,4.0,0.0
8499.0,35.0,1.0,19.0,21.0,1.0,1.0
39479.0,19.0,0.0,0.0,213.0,4.0,1.0
3197.0,14.0,1.0,19.0,371.0,1.0,0.0
113326.0,35.0,1.0,19.0,21.0,0.0,1.0
201182.0,12.0,2.0,30.0,265.0,4.0,0.0
75745.0,15.0,1.0,13.0,278.0,0.0,0.0
56068.0,62.0,1.0,19.0,21.0,1.0,1.0
168059.0,45.0,1.0,7.0,419.0,3.0,1.0
81644.0,15.0,1.0,19.0,153.0,4.0,0.0
42987.0,78.0,0.0,67.0,224.0,2.0,1.0
5300.0,2.0,1.0,49.0,122.0,3.0,0.0
29246.0,3.0,1.0,19.0,280.0,1.0,0.0
89159.0,24.0,1.0,19.0,178.0,3.0,0.0
68258.0,15.0,1.0,17.0,245.0,4.0,0.0
3239.0,29.0,1.0,19.0,343.0,0.0,1.0
46703.0,11.0,1.0,8.0,325.0,2.0,0.0
42849.0,11.0,1.0,19.0,319.0,1.0,1.0
120623.0,3.0,1.0,6.0,417.0,4.0,0.0
101863.0,19.0,0.0,0.0,210.0,1.0,1.0
192854.0,13.0,1.0,18.0,477.0,1.0,0.0
75959.0,12.0,1.0,13.0,178.0,4.0,0.0
141966.0,19.0,299.0,0.0,213.0,0.0,1.0
120413.0,18.0,1.0,10.0,107.0,5.0,0.0
47772.0,3.0,1.0,8.0,280.0,4.0,0.0
91574.0,2.0,1.0,17.0,205.0,0.0,0.0
158365.0,29.0,1.0,13.0,213.0,2.0,1.0
38591.0,8.0,2.0,22.0,259.0,4.0,0.0
58913.0,64.0,1.0,13.0,459.0,5.0,0.0
83000.0,15.0,1.0,1.0,245.0,2.0,0.0
189206.0,19.0,0.0,24.0,213.0,2.0,1.0
103677.0,26.0,1.0,19.0,266.0,5.0,0.0
31672.0,14.0,1.0,19.0,463.0,0.0,0.0
77266.0,3.0,1.0,18.0,371.0,5.0,0.0
156667.0,35.0,1.0,10.0,274.0,2.0,1.0
140161.0,13.0,1.0,8.0,477.0,0.0,0.0
128294.0,3.0,1.0,6.0,182.0,1.0,1.0
119679.0,37.0,1.0,19.0,282.0,2.0,1.0
161118.0,35.0,1.0,20.0,21.0,1.0,1.0
88856.0,29.0,1.0,19.0,213.0,0.0,1.0
81514.0,29.0,2.0,17.0,210.0,2.0,1.0
169337.0,35.0,1.0,16.0,21.0,1.0,1.0
187524.0,3.0,1.0,13.0,280.0,5.0,0.0
203305.0,8.0,1.0,3.0,259.0,2.0,0.0
37135.0,12.0,1.0,22.0,140.0,1.0,0.0
79827.0,15.0,1.0,13.0,111.0,5.0,0.0
134361.0,116.0,1.0,53.0,101.0,3.0,1.0
104838.0,35.0,1.0,13.0,21.0,0.0,1.0
32471.0,9.0,1.0,13.0,232.0,0.0,0.0
144313.0,35.0,1.0,13.0,274.0,2.0,1.0
184560.0,2.0,1.0,17.0,205.0,3.0,0.0
97126.0,9.0,1.0,20.0,232.0,4.0,0.0
25024.0,35.0,1.0,18.0,21.0,3.0,1.0
179775.0,5.0,1.0,37.0,113.0,3.0,1.0
42604.0,18.0,1.0,14.0,134.0,0.0,0.0
53640.0,12.0,1.0,13.0,178.0,1.0,0.0
4464.0,9.0,1.0,13.0,134.0,3.0,0.0
98391.0,18.0,1.0,13.0,107.0,3.0,0.0
109161.0,35.0,1.0,8.0,21.0,5.0,1.0
202034.0,35.0,1.0,19.0,21.0,1.0,1.0
41689.0,2.0,1.0,19.0,237.0,2.0,0.0
53977.0,18.0,3032.0,607.0,107.0,3.0,0.0
15474.0,2.0,1.0,53.0,212.0,4.0,0.0
28420.0,2.0,1.0,17.0,243.0,3.0,0.0
58637.0,18.0,1.0,19.0,376.0,1.0,0.0
138176.0,9.0,1.0,13.0,442.0,3.0,1.0
78168.0,35.0,1.0,19.0,21.0,2.0,1.0
46108.0,35.0,1.0,19.0,21.0,3.0,1.0
154976.0,14.0,1.0,13.0,480.0,0.0,0.0
144415.0,9.0,1.0,13.0,442.0,4.0,1.0
175751.0,2.0,1.0,10.0,452.0,5.0,0.0
83315.0,35.0,1.0,19.0,21.0,4.0,1.0
109037.0,35.0,1.0,13.0,21.0,5.0,1.0
46170.0,24.0,1.0,19.0,178.0,3.0,0.0
188980.0,12.0,1.0,19.0,178.0,0.0,0.0
94147.0,35.0,1.0,13.0,21.0,4.0,1.0
135992.0,3.0,1.0,22.0,135.0,1.0,0.0
145896.0,9.0,1.0,13.0,258.0,4.0,1.0
60546.0,17.0,1.0,19.0,134.0,3.0,0.0
193178.0,29.0,1.0,19.0,213.0,4.0,1.0
40317.0,39.0,1.0,19.0,213.0,5.0,1.0
202815.0,19.0,231.0,24.0,213.0,3.0,1.0
148540.0,3.0,1.0,19.0,280.0,1.0,0.0
20327.0,29.0,1.0,19.0,213.0,3.0,1.0
154559.0,12.0,1.0,13.0,242.0,1.0,0.0
156922.0,66.0,1.0,13.0,101.0,4.0,1.0
1665.0,19.0,6.0,29.0,213.0,5.0,1.0
110590.0,14.0,1.0,16.0,379.0,3.0,0.0
32573.0,1.0,1.0,17.0,125.0,4.0,0.0
128671.0,35.0,1.0,19.0,21.0,1.0,1.0
87480.0,9.0,1.0,13.0,442.0,5.0,0.0
55415.0,18.0,1.0,19.0,121.0,1.0,0.0
210305.0,19.0,76.0,21.0,213.0,2.0,1.0
108605.0,3.0,1.0,23.0,442.0,5.0,0.0
